reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
40,55,62,0,0,0,3,0.05610049999086186,,0.010496099945157766,0.05610049999086186,1.0107285999692976,1.0107285999692976,1.0607191999442875,2.948295199952554,l,1.9242393000167795,None,20,001,2024-11-20_20h31.23.654,delay discounting task,2024.1.5,None,2024-11-20 20h31.41.021690 +0530,
11,30,7,0,1,1,0,2.9605768999899738,,2.9491763999685645,2.9605768999899738,3.9606691999942996,3.9606691999942996,3.9606691999942996,4.278622199955862,t,0.3008370000170544,None,20,001,2024-11-20_20h31.23.654,delay discounting task,2024.1.5,None,2024-11-20 20h31.41.021690 +0530,
27,50,21,0,2,2,2,4.29404439998325,,4.279553299944382,4.29404439998325,5.294076599995606,5.294076599995606,5.294076599995606,5.578579599969089,l,0.27173839998431504,None,20,001,2024-11-20_20h31.23.654,delay discounting task,2024.1.5,None,2024-11-20 20h31.41.021690 +0530,
15,35,13,0,3,3,1,5.594176699989475,,5.579162699985318,5.594176699989475,6.594114599982277,6.594114599982277,6.594114599982277,7.945341699989513,t,1.3501811000169255,None,20,001,2024-11-20_20h31.23.654,delay discounting task,2024.1.5,None,2024-11-20 20h31.41.021690 +0530,
67,75,119,0,4,4,5,7.960699099989142,,7.945980499964207,7.960699099989142,8.960728299978655,8.960728299978655,8.960728299978655,10.762002099945676,l,1.7901681000366807,None,20,001,2024-11-20_20h31.23.654,delay discounting task,2024.1.5,None,2024-11-20 20h31.41.021690 +0530,
49,60,89,0,5,5,4,10.777525899989996,,10.76258769998094,10.777525899989996,11.777373199991416,11.777373199991416,11.777373199991416,12.045401699957438,t,0.26680729998042807,None,20,001,2024-11-20_20h31.23.654,delay discounting task,2024.1.5,None,2024-11-20 20h31.41.021690 +0530,
78,80,162,0,6,6,6,12.060788399947342,,12.04597969999304,12.060788399947342,13.060941799951252,13.060941799951252,13.060941799951252,13.345542699971702,l,0.2804094000020996,None,20,001,2024-11-20_20h31.23.654,delay discounting task,2024.1.5,None,2024-11-20 20h31.41.021690 +0530,
67,75,119,1,0,7,5,13.360895799996797,,13.346109199977946,13.360895799996797,14.36093179997988,14.36093179997988,14.36093179997988,14.745178299956024,t,0.37141000002156943,None,20,001,2024-11-20_20h31.23.654,delay discounting task,2024.1.5,None,2024-11-20 20h31.41.021690 +0530,
27,50,21,1,1,8,2,14.76100589998532,,14.745756299991626,14.76100589998532,15.761018199962564,15.761018199962564,15.761018199962564,16.145556299947202,l,0.37725129997124895,None,20,001,2024-11-20_20h31.23.654,delay discounting task,2024.1.5,None,2024-11-20 20h31.41.021690 +0530,
15,35,13,1,2,9,1,16.161001799977385,,16.146144300000742,16.161001799977385,17.160956599982455,17.160956599982455,17.160956599982455,18.69547589996364,t,1.5234475000179373,None,20,001,2024-11-20_20h31.23.654,delay discounting task,2024.1.5,None,2024-11-20 20h31.41.021690 +0530,
78,80,162,1,3,10,6,18.71110079996288,,18.69605169998249,18.71110079996288,19.71108879998792,19.71108879998792,19.71108879998792,20.24552810000023,l,0.5243273000232875,None,20,001,2024-11-20_20h31.23.654,delay discounting task,2024.1.5,None,2024-11-20 20h31.41.021690 +0530,
11,30,7,1,4,11,0,20.261222399945837,,20.246104799967725,20.261222399945837,21.261185299954377,21.261185299954377,21.261185299954377,21.87914279999677,t,0.6145692000281997,None,20,001,2024-11-20_20h31.23.654,delay discounting task,2024.1.5,None,2024-11-20 20h31.41.021690 +0530,
49,60,89,1,5,12,4,21.894511999969836,,21.879728199972305,21.894511999969836,22.89457919995766,22.89457919995766,22.89457919995766,23.2122049999889,l,0.316194600018207,None,20,001,2024-11-20_20h31.23.654,delay discounting task,2024.1.5,None,2024-11-20 20h31.41.021690 +0530,
40,55,62,1,6,13,3,23.22786039998755,,23.21279429999413,23.22786039998755,24.227939599950332,24.227939599950332,24.227939599950332,24.545671299973037,t,0.30660200002603233,None,20,001,2024-11-20_20h31.23.654,delay discounting task,2024.1.5,None,2024-11-20 20h31.41.021690 +0530,
67,75,119,2,0,14,5,24.561218599963468,,24.546247399994172,24.561218599963468,25.561298699991312,25.561298699991312,25.561298699991312,25.595670699956827,l,0.030863799969665706,None,20,001,2024-11-20_20h31.23.654,delay discounting task,2024.1.5,None,2024-11-20 20h31.41.021690 +0530,
11,30,7,2,1,15,0,25.611422699992545,,25.596243599953596,25.611422699992545,26.611282999976538,26.611282999976538,26.611282999976538,27.44581169995945,t,0.8181030999985524,None,20,001,2024-11-20_20h31.23.654,delay discounting task,2024.1.5,None,2024-11-20 20h31.41.021690 +0530,
15,35,13,2,2,16,1,27.461371799989138,,27.446380499983206,27.461371799989138,28.46143959998153,28.46143959998153,28.46143959998153,28.779233099950943,l,0.30135730002075434,None,20,001,2024-11-20_20h31.23.654,delay discounting task,2024.1.5,None,2024-11-20 20h31.41.021690 +0530,
49,60,89,2,3,17,4,28.79469509999035,,28.779809099971317,28.79469509999035,29.79476259998046,29.79476259998046,29.79476259998046,30.129413399961777,t,0.3332472999463789,None,20,001,2024-11-20_20h31.23.654,delay discounting task,2024.1.5,None,2024-11-20 20h31.41.021690 +0530,
40,55,62,2,4,18,3,30.14478059997782,,30.129988199973013,30.14478059997782,31.144831699959468,31.144831699959468,31.144831699959468,31.59584599995287,l,0.43463099998189136,None,20,001,2024-11-20_20h31.23.654,delay discounting task,2024.1.5,None,2024-11-20 20h31.41.021690 +0530,
27,50,21,2,5,19,2,31.611477300000843,,31.59642639994854,31.611477300000843,32.61163299996406,32.61163299996406,32.61163299996406,33.34586019994458,t,0.7233013999648392,None,20,001,2024-11-20_20h31.23.654,delay discounting task,2024.1.5,None,2024-11-20 20h31.41.021690 +0530,
78,80,162,2,6,20,6,33.36162439995678,,33.346383399970364,33.36162439995678,34.36175189999631,34.36175189999631,34.36175189999631,34.612732199952006,l,0.23680910002440214,None,20,001,2024-11-20_20h31.23.654,delay discounting task,2024.1.5,None,2024-11-20 20h31.41.021690 +0530,
78,80,162,3,0,21,6,34.62820389994886,,34.61353669996606,34.62820389994886,35.6284249999444,35.6284249999444,35.6284249999444,35.89610269997502,t,0.25981529999990016,None,20,001,2024-11-20_20h31.23.654,delay discounting task,2024.1.5,None,2024-11-20 20h31.41.021690 +0530,
67,75,119,3,1,22,5,35.9113574999501,,35.89689609996276,35.9113574999501,36.911644399981014,36.911644399981014,36.911644399981014,37.179456099984236,l,0.2570282000233419,None,20,001,2024-11-20_20h31.23.654,delay discounting task,2024.1.5,None,2024-11-20 20h31.41.021690 +0530,
15,35,13,3,2,23,1,37.19489269994665,,37.18024689995218,37.19489269994665,38.19503869995242,38.19503869995242,38.19503869995242,38.4461900999886,l,0.24856400000862777,None,20,001,2024-11-20_20h31.23.654,delay discounting task,2024.1.5,None,2024-11-20 20h31.41.021690 +0530,
11,30,7,3,3,24,0,38.46155589999398,,38.44697859999724,38.46155589999398,39.46170179999899,39.46170179999899,39.46170179999899,39.7459754999727,t,0.27631049999035895,None,20,001,2024-11-20_20h31.23.654,delay discounting task,2024.1.5,None,2024-11-20 20h31.41.021690 +0530,
