stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
74,0.5,20.0,91.18276010011323,,91.16707310010679,91.18276010011323,91.68263499997556,91.68263499997556,91.68263499997556,91.98237020010129,92.3673335001804,right,20.0,1,1,0.6745097001548856,182413,001,2024-09-12_12h08.03.678,adaptive staircase,2024.1.5,None,2024-09-12 12h08.19.740376 +0530,
75,0.5,20.0,92.38250020006672,,92.36750510009006,92.38250020006672,92.88263870007358,92.88263870007358,92.88263870007358,93.18257459998131,93.66691600019112,right,20.0,0,0,0.7790070998016745,182413,001,2024-09-12_12h08.03.678,adaptive staircase,2024.1.5,None,2024-09-12 12h08.19.740376 +0530,
76,0.5,20.0,93.68240500008687,,93.66700959997252,93.68240500008687,94.18266450008377,94.18266450008377,94.18266450008377,94.48244579997845,94.75054910010658,right,20.0,1,1,0.5621231999248266,182413,001,2024-09-12_12h08.03.678,adaptive staircase,2024.1.5,None,2024-09-12 12h08.19.740376 +0530,
77,0.5,20.0,94.76615490019321,,94.75067250011489,94.76615490019321,95.26607330003753,95.26607330003753,95.26607330003753,95.56589830014855,95.933635200141,left,-20.0,1,1,0.6516010998748243,182413,001,2024-09-12_12h08.03.678,adaptive staircase,2024.1.5,None,2024-09-12 12h08.19.740376 +0530,
78,0.5,20.0,95.94929450005293,,95.93374920007773,95.94929450005293,96.43270020000637,96.43270020000637,96.45003180019557,96.73255840013735,97.13383690011688,left,-20.0,0,0,0.6877941000275314,182413,001,2024-09-12_12h08.03.678,adaptive staircase,2024.1.5,None,2024-09-12 12h08.19.740376 +0530,
79,0.5,20.0,97.1492678001523,,97.13396290014498,97.1492678001523,97.64948380016722,97.64948380016722,97.64948380016722,97.94922700012103,98.43451130017638,left,-20.0,1,1,0.781486599938944,182413,001,2024-09-12_12h08.03.678,adaptive staircase,2024.1.5,None,2024-09-12 12h08.19.740376 +0530,
80,0.5,20.0,98.44970710016787,,98.43461640016176,98.44970710016787,98.94930480001494,98.94930480001494,98.94930480001494,99.24920920003206,99.48392360005528,left,-20.0,0,0,0.5308342999778688,182413,001,2024-09-12_12h08.03.678,adaptive staircase,2024.1.5,None,2024-09-12 12h08.19.740376 +0530,
81,0.5,20.0,99.49923570011742,,99.48407510016114,99.49923570011742,99.99988889996894,99.99988889996894,99.99988889996894,100.29938159999438,100.70043630013242,left,-20.0,1,1,0.6959659999702126,182413,001,2024-09-12_12h08.03.678,adaptive staircase,2024.1.5,None,2024-09-12 12h08.19.740376 +0530,
82,0.5,20.0,100.71627570013516,,100.70054720016196,100.71627570013516,101.19960020016879,101.19960020016879,101.21631150017492,101.49951420002617,101.91785510000773,right,20.0,1,1,0.7070687999948859,182413,001,2024-09-12_12h08.03.678,adaptive staircase,2024.1.5,None,2024-09-12 12h08.19.740376 +0530,
83,0.5,20.0,101.93287910008803,,101.91797480010428,101.93287910008803,102.43290730006993,102.43290730006993,102.43290730006993,102.73280730005354,102.93401179998182,left,-20.0,0,0,0.49803219991736114,182413,001,2024-09-12_12h08.03.678,adaptive staircase,2024.1.5,None,2024-09-12 12h08.19.740376 +0530,
84,0.5,20.0,102.94948020018637,,102.93412350001745,102.94948020018637,103.4495668001473,103.4495668001473,103.4495668001473,103.74943640013225,104.16763620008714,left,-20.0,0,0,0.7030915999785066,182413,001,2024-09-12_12h08.03.678,adaptive staircase,2024.1.5,None,2024-09-12 12h08.19.740376 +0530,
85,0.5,20.0,104.18285860004835,,104.16775789996609,104.18285860004835,104.68288390012458,104.68288390012458,104.68288390012458,104.9827401000075,105.45081229996867,right,20.0,1,1,0.764309799997136,182413,001,2024-09-12_12h08.03.678,adaptive staircase,2024.1.5,None,2024-09-12 12h08.19.740376 +0530,
86,0.5,20.0,105.46615670016035,,105.45092239999212,105.46615670016035,105.96617850009352,105.96617850009352,105.96617850009352,106.26617490011267,106.6507566999644,right,20.0,0,0,0.6758033998776227,182413,001,2024-09-12_12h08.03.678,adaptive staircase,2024.1.5,None,2024-09-12 12h08.19.740376 +0530,
87,0.5,20.0,106.66623169998638,,106.6508719001431,106.66623169998638,107.16659020003863,107.16659020003863,107.16659020003863,107.46647440013476,107.61728110001422,left,-20.0,0,0,0.44279949995689094,182413,001,2024-09-12_12h08.03.678,adaptive staircase,2024.1.5,None,2024-09-12 12h08.19.740376 +0530,
