study_word,t_word,reference,old_new,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,studyText.started,Studyslider.started,trial.stopped,Studyslider.response,Studyslider.rt,test.started,Testtext.started,textbox.started,submit_text.started,testmouse.started,test.stopped,textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,_oo_,book,old,,,,,0,3,3,13,31.166701500071213,,,,,,,,31.15002580010332,31.166701500071213,31.166701500071213,31.166701500071213,0.0025736999232321978,33.9657501000911,book,[-0.04296875],[-0.3072916666666667],[1],[0],[0],[2.8126056999899447],['submit_text'],536112,001,2024-11-06_19h03.38.492,word priming,2024.1.5,None,2024-11-06 19h03.48.261968 +0530,
,c_m_ra,camera,new,,,,,0,4,4,19,33.99233109992929,,,,,,,,33.96794080012478,33.99233109992929,33.99233109992929,33.99233109992929,0.007882500067353249,37.431868999963626,camera,[-0.040364583333333336],[-0.3098958333333333],[1],[0],[0],[3.4564446001313627],['submit_text'],536112,001,2024-11-06_19h03.38.492,word priming,2024.1.5,None,2024-11-06 19h03.48.261968 +0530,
,k_y_,keys,old,,,,,0,5,5,8,37.44969699997455,,,,,,,,37.43312870012596,37.44969699997455,37.44969699997455,37.44969699997455,0.002967099891975522,39.6817872999236,keys,[-0.0390625],[-0.3098958333333333],[1],[0],[0],[2.245306800119579],['submit_text'],536112,001,2024-11-06_19h03.38.492,word priming,2024.1.5,None,2024-11-06 19h03.48.261968 +0530,
,p_li_e,police,old,,,,,0,6,6,7,39.70227110013366,,,,,,,,39.682645600056276,39.70227110013366,39.70227110013366,39.70227110013366,0.0035390998236835003,43.065381000051275,police,[-0.037760416666666664],[-0.3111979166666667],[1],[0],[0],[3.3785540000535548],['submit_text'],536112,001,2024-11-06_19h03.38.492,word priming,2024.1.5,None,2024-11-06 19h03.48.261968 +0530,
,c_s_io_,cushion,old,,,,,0,7,7,14,43.085537499981,,,,,,,,43.066583700012416,43.085537499981,43.085537499981,43.085537499981,0.004984699888154864,46.11552210012451,cushion,[-0.037760416666666664],[-0.3111979166666667],[1],[0],[0],[3.043525599874556],['submit_text'],536112,001,2024-11-06_19h03.38.492,word priming,2024.1.5,None,2024-11-06 19h03.48.261968 +0530,
,p_st_r,poster,old,,,,,0,8,8,9,46.13561510015279,,,,,,,,46.11625780002214,46.13561510015279,46.13561510015279,46.13561510015279,0.00378539995290339,49.7828025999479,poster,[-0.037760416666666664],[-0.3111979166666667],[1],[0],[0],[3.6621322000864893],['submit_text'],536112,001,2024-11-06_19h03.38.492,word priming,2024.1.5,None,2024-11-06 19h03.48.261968 +0530,
,_ho_e,phone,old,,,,,0,9,9,12,49.80245000007562,,,,,,,,49.784174600150436,49.80245000007562,49.80245000007562,49.80245000007562,0.005023200064897537,52.73282609996386,phone,[-0.037760416666666664],[-0.3111979166666667],[1],[0],[0],[2.943147199926898],['submit_text'],536112,001,2024-11-06_19h03.38.492,word priming,2024.1.5,None,2024-11-06 19h03.48.261968 +0530,
,bo_t_e,bottle,new,,,,,0,10,10,18,52.750696799950674,,,,,,,,52.733928699977696,52.750696799950674,52.750696799950674,52.750696799950674,0.0041028999257832766,53.34902189997956,,[-0.037760416666666664],[-0.3111979166666667],[1],[0],[0],[0.6105180999729782],['submit_text'],536112,001,2024-11-06_19h03.38.492,word priming,2024.1.5,None,2024-11-06 19h03.48.261968 +0530,
,_ru_is_,cruise,old,,,,,0,11,11,6,53.36450060014613,,,,,,,,53.349786600098014,53.36450060014613,53.36450060014613,53.36450060014613,0.0031223001424223185,59.11600390006788,cruise,[-0.037760416666666664],[-0.3111979166666667],[1],[0],[0],[5.762585700023919],['submit_text'],536112,001,2024-11-06_19h03.38.492,word priming,2024.1.5,None,2024-11-06 19h03.48.261968 +0530,
,t_hi_t,T-shirt,old,,,,,0,12,12,2,59.13129970012233,,,,,,,,59.11686099995859,59.13129970012233,59.13129970012233,59.13129970012233,0.003443799912929535,62.31633649999276,tshirt,[-0.036458333333333336],[-0.3125],[1],[0],[0],[3.1954403000418097],['submit_text'],536112,001,2024-11-06_19h03.38.492,word priming,2024.1.5,None,2024-11-06 19h03.48.261968 +0530,
,c_s_,case,old,,,,,0,13,13,5,62.33172610006295,,,,,,,,62.31703600008041,62.33172610006295,62.33172610006295,62.33172610006295,0.0025502999778836966,67.41665640007704,case,[-0.028645833333333332],[-0.2981770833333333],[1],[0],[0],[5.0963290999643505],['submit_text'],536112,001,2024-11-06_19h03.38.492,word priming,2024.1.5,None,2024-11-06 19h03.48.261968 +0530,
,_o_rd,board,old,,,,,0,14,14,10,67.4431215999648,,,,,,,,67.41806160006672,67.4431215999648,67.4431215999648,67.4431215999648,0.005069199949502945,71.88314780010842,board,[-0.028645833333333332],[-0.2981770833333333],[1],[0],[0],[4.459572999970987],['submit_text'],536112,001,2024-11-06_19h03.38.492,word priming,2024.1.5,None,2024-11-06 19h03.48.261968 +0530,
,_ha_t,chart,old,,,,,0,15,15,1,71.91205830010585,,,,,,,,71.88390700006858,71.91205830010585,71.91205830010585,71.91205830010585,0.005198500119149685,78.18358980002813,chart,[-0.02734375],[-0.30078125],[1],[0],[0],[6.2938697000499815],['submit_text'],536112,001,2024-11-06_19h03.38.492,word priming,2024.1.5,None,2024-11-06 19h03.48.261968 +0530,
,_a_bl_,marble,old,,,,,0,16,16,11,78.20349250012077,,,,,,,,78.18481920007616,78.20349250012077,78.20349250012077,78.20349250012077,0.004148300038650632,83.68348759994842,marble,[-0.02734375],[-0.30078125],[1],[0],[0],[5.494085700018331],['submit_text'],536112,001,2024-11-06_19h03.38.492,word priming,2024.1.5,None,2024-11-06 19h03.48.261968 +0530,
,p_as_tr_,pastry,old,,,,,0,17,17,4,83.69888940011151,,,,,,,,83.68438250012696,83.69888940011151,83.69888940011151,83.69888940011151,0.0037559999618679285,88.33303520013578,pastry,[-0.026041666666666668],[-0.3033854166666667],[1],[0],[0],[4.644499799935147],['submit_text'],536112,001,2024-11-06_19h03.38.492,word priming,2024.1.5,None,2024-11-06 19h03.48.261968 +0530,
,_ou_se,mouse,old,,,,,0,18,18,3,88.35180700011551,,,,,,,,88.33387830015272,88.35180700011551,88.35180700011551,88.35180700011551,0.003239199984818697,91.4841458001174,mouse,[-0.024739583333333332],[-0.3059895833333333],[1],[0],[0],[3.146246900083497],['submit_text'],536112,001,2024-11-06_19h03.38.492,word priming,2024.1.5,None,2024-11-06 19h03.48.261968 +0530,
,v_s_,vase,new,,,,,0,19,19,17,91.50378530006856,,,,,,,,91.48567209998146,91.50378530006856,91.50378530006856,91.50378530006856,0.007384000113233924,94.11706369998865,vase,[-0.024739583333333332],[-0.3059895833333333],[1],[0],[0],[2.6236131000332534],['submit_text'],536112,001,2024-11-06_19h03.38.492,word priming,2024.1.5,None,2024-11-06 19h03.48.261968 +0530,
