study_word,t_word,reference,old_new,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,studyText.started,Studyslider.started,trial.stopped,Studyslider.response,Studyslider.rt,test.started,Testtext.started,textbox.started,submit_text.started,testmouse.started,test.stopped,textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
police,,,,0,14,14,11,,,,,18.604762200033292,,18.582229500170797,18.604762200033292,18.604762200033292,19.365863600047305,1.0958333333333332,0.7577973001170903,,,,,,,,,,,,,,,800863,001,2024-11-06_18h58.55.484,word priming,2024.1.5,None,2024-11-06 18h59.09.123280 +0530,
,_o_rd,board,old,,,,,0,0,0,10,19.390315500088036,,,,,,,,19.370180200086907,19.390315500088036,19.390315500088036,19.390315500088036,0.008446799824014306,25.529079800006002,board,[-0.07161458333333333],[-0.2877604166666667],[1],[0],[0],[6.153975500026718],['submit_text'],800863,001,2024-11-06_18h58.55.484,word priming,2024.1.5,None,2024-11-06 18h59.09.123280 +0530,
,t_hi_t,T-shirt,old,,,,,0,1,1,2,25.547565300017595,,,,,,,,25.530819399980828,25.547565300017595,25.547565300017595,25.547565300017595,0.004023200133815408,30.695473100058734,tshirt,[-0.022135416666666668],[-0.30859375],[1],[0],[0],[5.160326200071722],['submit_text'],800863,001,2024-11-06_18h58.55.484,word priming,2024.1.5,None,2024-11-06 18h59.09.123280 +0530,
,ta_l_,table,new,,,,,0,2,2,15,30.711210600100458,,,,,,,,30.696233600145206,30.711210600100458,30.711210600100458,30.711210600100458,0.002947600092738867,36.42888250015676,table,[0.006510416666666667],[-0.2981770833333333],[1],[0],[0],[5.729342899983749],['submit_text'],800863,001,2024-11-06_18h58.55.484,word priming,2024.1.5,None,2024-11-06 18h59.09.123280 +0530,
,k_y_,keys,old,,,,,0,3,3,8,36.444586200173944,,,,,,,,36.42957639996894,36.444586200173944,36.444586200173944,36.444586200173944,0.0028378001879900694,39.94581010006368,keys,[0.0078125],[-0.30859375],[1],[0],[0],[3.5130642999429256],['submit_text'],800863,001,2024-11-06_18h58.55.484,word priming,2024.1.5,None,2024-11-06 18h59.09.123280 +0530,
,c_s_,case,old,,,,,0,4,4,5,39.961266400059685,,,,,,,,39.94658750016242,39.961266400059685,39.961266400059685,39.961266400059685,0.0026609001215547323,43.81239690002985,case,[0.0078125],[-0.30859375],[1],[0],[0],[3.862781000090763],['submit_text'],800863,001,2024-11-06_18h58.55.484,word priming,2024.1.5,None,2024-11-06 18h59.09.123280 +0530,
,_a_bl_,marble,old,,,,,0,5,5,11,43.82804190018214,,,,,,,,43.81315920013003,43.82804190018214,43.82804190018214,43.82804190018214,0.0029551000334322453,48.42933080019429,table,[0.0078125],[-0.30859375],[1],[0],[0],[4.612870199838653],['submit_text'],800863,001,2024-11-06_18h58.55.484,word priming,2024.1.5,None,2024-11-06 18h59.09.123280 +0530,
,_ha_t,chart,old,,,,,0,6,6,1,48.44502820004709,,,,,,,,48.43015360017307,48.44502820004709,48.44502820004709,48.44502820004709,0.002729400061070919,53.07945389999077,chart,[0.0078125],[-0.30859375],[1],[0],[0],[4.646160499891266],['submit_text'],800863,001,2024-11-06_18h58.55.484,word priming,2024.1.5,None,2024-11-06 18h59.09.123280 +0530,
,bo_t_e,bottle,new,,,,,0,7,7,18,53.09531180001795,,,,,,,,53.08024000003934,53.09531180001795,53.09531180001795,53.09531180001795,0.002810700098052621,57.49661050015129,bottle,[-0.009114583333333334],[-0.30078125],[1],[0],[0],[4.413027700036764],['submit_text'],800863,001,2024-11-06_18h58.55.484,word priming,2024.1.5,None,2024-11-06 18h59.09.123280 +0530,
,l_pt_p,laptop,old,,,,,0,8,8,0,57.5171404001303,,,,,,,,57.49806100013666,57.5171404001303,57.5171404001303,57.5171404001303,0.004564899951219559,60.829555300064385,laptop,[-0.009114583333333334],[-0.30078125],[1],[0],[0],[3.326636399840936],['submit_text'],800863,001,2024-11-06_18h58.55.484,word priming,2024.1.5,None,2024-11-06 18h59.09.123280 +0530,
,v_s_,vase,new,,,,,0,9,9,17,60.85057850019075,,,,,,,,60.830468700034544,60.85057850019075,60.85057850019075,60.85057850019075,0.0063779999036341906,64.46317020012066,vase,[-0.009114583333333334],[-0.3020833333333333],[1],[0],[0],[3.6260700998827815],['submit_text'],800863,001,2024-11-06_18h58.55.484,word priming,2024.1.5,None,2024-11-06 18h59.09.123280 +0530,
,p_st_r,poster,old,,,,,0,10,10,9,64.47856590012088,,,,,,,,64.46403930010274,64.47856590012088,64.47856590012088,64.47856590012088,0.0036214999854564667,70.81340720015578,pastor,[-0.009114583333333334],[-0.3020833333333333],[1],[0],[0],[6.345130299916491],['submit_text'],800863,001,2024-11-06_18h58.55.484,word priming,2024.1.5,None,2024-11-06 18h59.09.123280 +0530,
,_ho_e,phone,old,,,,,0,11,11,12,70.83738420018926,,,,,,,,70.81498400005512,70.83738420018926,70.83738420018926,70.83738420018926,0.005212899995967746,80.82935680006631,,[],[],[],[],[],[],[],800863,001,2024-11-06_18h58.55.484,word priming,2024.1.5,None,2024-11-06 18h59.09.123280 +0530,
,_ou_se,mouse,old,,,,,0,12,12,3,80.84577050013468,,,,,,,,80.83016979997046,80.84577050013468,80.84577050013468,80.84577050013468,0.018861700082197785,84.53044980019331,mouse,[-0.009114583333333334],[-0.3020833333333333],[1],[0],[0],[3.6963806999847293],['submit_text'],800863,001,2024-11-06_18h58.55.484,word priming,2024.1.5,None,2024-11-06 18h59.09.123280 +0530,
,p_li_e,police,old,,,,,0,13,13,7,84.5461850001011,,,,,,,,84.53123860014603,84.5461850001011,84.5461850001011,84.5461850001011,0.0029366998933255672,88.38034799997695,police,[-0.0078125],[-0.3033854166666667],[1],[0],[0],[3.845725900027901],['submit_text'],800863,001,2024-11-06_18h58.55.484,word priming,2024.1.5,None,2024-11-06 18h59.09.123280 +0530,
,p_nc_l,pencil,new,,,,,0,14,14,16,88.39692259998992,,,,,,,,88.38114330009557,88.39692259998992,88.39692259998992,88.39692259998992,0.0035119999665766954,91.7142464001663,pencil,[-0.0078125],[-0.3033854166666667],[1],[0],[0],[3.3290838000830263],['submit_text'],800863,001,2024-11-06_18h58.55.484,word priming,2024.1.5,None,2024-11-06 18h59.09.123280 +0530,
,_oo_,book,old,,,,,0,15,15,13,91.73441100004129,,,,,,,,91.71559120016173,91.73441100004129,91.73441100004129,91.73441100004129,0.004216899862512946,95.61397970002145,book,[-0.013020833333333334],[-0.30078125],[1],[0],[0],[3.893645300064236],['submit_text'],800863,001,2024-11-06_18h58.55.484,word priming,2024.1.5,None,2024-11-06 18h59.09.123280 +0530,
,c_s_io_,cushion,old,,,,,0,16,16,14,95.6363338001538,,,,,,,,95.61535850004293,95.6363338001538,95.6363338001538,95.6363338001538,0.004750699969008565,98.96409290004522,cushion,[-0.013020833333333334],[-0.30078125],[1],[0],[0],[3.3434313000179827],['submit_text'],800863,001,2024-11-06_18h58.55.484,word priming,2024.1.5,None,2024-11-06 18h59.09.123280 +0530,
,_ru_is_,cruise,old,,,,,0,17,17,6,98.9831782002002,,,,,,,,98.9652841000352,98.9831782002002,98.9831782002002,98.9831782002002,0.004268100019544363,102.49743550014682,cruise,[-0.013020833333333334],[-0.3020833333333333],[1],[0],[0],[3.527490200009197],['submit_text'],800863,001,2024-11-06_18h58.55.484,word priming,2024.1.5,None,2024-11-06 18h59.09.123280 +0530,
,c_m_ra,camera,new,,,,,0,18,18,19,102.5155430000741,,,,,,,,102.49822150007822,102.5155430000741,102.5155430000741,102.5155430000741,0.0030070000793784857,105.36408370011486,camera,[-0.013020833333333334],[-0.3020833333333333],[1],[0],[0],[2.862426199950278],['submit_text'],800863,001,2024-11-06_18h58.55.484,word priming,2024.1.5,None,2024-11-06 18h59.09.123280 +0530,
,p_as_tr_,pastry,old,,,,,0,19,19,4,105.38391040009446,,,,,,,,105.36483089998364,105.38391040009446,105.38391040009446,105.38391040009446,0.004584799986332655,114.09795660013333,pastry,[-0.013020833333333334],[-0.3033854166666667],[1],[0],[0],[8.72779140016064],['submit_text'],800863,001,2024-11-06_18h58.55.484,word priming,2024.1.5,None,2024-11-06 18h59.09.123280 +0530,
