reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
27,50,21,11,6,83,2,123.6721401999821,,123.65710850001778,123.6721401999821,124.67223759996705,124.67223759996705,124.67223759996705,124.8901060000062,t,0.21191389998421073,None,23,001,2024-11-20_20h51.33.321,delay discounting task,2024.1.5,None,2024-11-20 20h51.43.163944 +0530,
15,35,13,12,0,84,1,124.90528790000826,,124.8907584999688,124.90528790000826,125.90547350002453,125.90547350002453,125.90547350002453,126.22513779997826,t,0.3129340999876149,None,23,001,2024-11-20_20h51.33.321,delay discounting task,2024.1.5,None,2024-11-20 20h51.43.163944 +0530,
40,55,62,12,1,85,3,126.2439171000151,,126.22705649997806,126.2439171000151,127.23904600000242,127.23904600000242,127.25563600001624,127.42356740002288,l,None,None,23,001,2024-11-20_20h51.33.321,delay discounting task,2024.1.5,None,2024-11-20 20h51.43.163944 +0530,
11,30,7,12,2,86,0,127.43894790002378,,127.42427590000443,127.43894790002378,128.43884469999466,128.43884469999466,128.43884469999466,128.5914472999866,t,0.14490459999069571,None,23,001,2024-11-20_20h51.33.321,delay discounting task,2024.1.5,None,2024-11-20 20h51.43.163944 +0530,
78,80,162,12,3,87,6,128.60803679999663,,128.59299440000905,128.60803679999663,129.60568410000997,129.60568410000997,129.6222988999798,130.09001539996825,t,0.46813819999806583,None,23,001,2024-11-20_20h51.33.321,delay discounting task,2024.1.5,None,2024-11-20 20h51.43.163944 +0530,
27,50,21,12,4,88,2,130.1056870999746,,130.09057140001096,130.1056870999746,131.105711399985,131.105711399985,131.105711399985,131.59028549998766,t,0.4797353000030853,None,23,001,2024-11-20_20h51.33.321,delay discounting task,2024.1.5,None,2024-11-20 20h51.43.163944 +0530,
49,60,89,12,5,89,4,131.6057777000242,,131.5908519999939,131.6057777000242,132.60554730001604,132.60554730001604,132.60554730001604,133.39023710001493,t,0.7757953000254929,None,23,001,2024-11-20_20h51.33.321,delay discounting task,2024.1.5,None,2024-11-20 20h51.43.163944 +0530,
67,75,119,12,6,90,5,133.40568189998157,,133.39079959999071,133.40568189998157,134.40569520002464,134.40569520002464,134.40569520002464,134.72366720001446,l,0.3111390000558458,None,23,001,2024-11-20_20h51.33.321,delay discounting task,2024.1.5,None,2024-11-20 20h51.43.163944 +0530,
11,30,7,13,0,91,0,134.73898590001045,,134.72422630002256,134.73898590001045,135.73918089998187,135.73918089998187,135.73918089998187,135.90689300000668,t,0.16259769996395335,None,23,001,2024-11-20_20h51.33.321,delay discounting task,2024.1.5,None,2024-11-20 20h51.43.163944 +0530,
40,55,62,13,1,92,3,135.92256749997614,,135.90744819998508,135.92256749997614,136.9223696999834,136.9223696999834,136.9223696999834,137.40698749996955,l,0.47973379999166355,None,23,001,2024-11-20_20h51.33.321,delay discounting task,2024.1.5,None,2024-11-20 20h51.43.163944 +0530,
78,80,162,13,2,93,6,137.42241180001292,,137.40787019999698,137.42241180001292,138.4226376999868,138.4226376999868,138.4226376999868,138.8737638000166,t,0.4412185000255704,None,23,001,2024-11-20_20h51.33.321,delay discounting task,2024.1.5,None,2024-11-20 20h51.43.163944 +0530,
15,35,13,13,3,94,1,138.88925249996828,,138.8744215000188,138.88925249996828,139.88931210001465,139.88931210001465,139.88931210001465,140.2902836999856,l,0.38998520001769066,None,23,001,2024-11-20_20h51.33.321,delay discounting task,2024.1.5,None,2024-11-20 20h51.43.163944 +0530,
